SEASON,PLAYER ID,PLAYER NAME,PLAY DESCRIPTION,REBOUND TYPE,BOXSCORE,VTM,HTM,GAME DATE,PERIOD,Video Link
2018-19,2,Paul George,George REBOUND (Off:1 Def:6),OREB,CHI @ OKC,CHI,OKC,"Monday, December 17",3,https://videos.nba.com/nba/pbp/media/2018/12/17/0021800447/431/691a5f98-bc03-5f4f-1aee-844099b479b0_1280x720.mp4
2018-19,2,Paul George,George REBOUND (Off:2 Def:6),OREB,CHI @ OKC,CHI,OKC,"Monday, December 17",3,https://videos.nba.com/nba/pbp/media/2018/12/17/0021800447/486/5297d89f-9a62-6e0b-04d3-c972ad9dd0c5_1280x720.mp4
2018-19,2,Paul George,George REBOUND (Off:2 Def:1),OREB,OKC @ SAC,OKC,SAC,"Wednesday, December 19",2,https://videos.nba.com/nba/pbp/media/2018/12/19/0021800466/208/012092e3-6e3c-8cc3-757b-d118eba128d3_1280x720.mp4
2018-19,2,Paul George,George REBOUND (Off:1 Def:1),OREB,OKC @ SAC,OKC,SAC,"Wednesday, December 19",1,https://videos.nba.com/nba/pbp/media/2018/12/19/0021800466/219/8838379b-e2db-b282-aba2-e9ad192b47dd_1280x720.mp4
2018-19,2,Paul George,George REBOUND (Off:1 Def:12),OREB,OKC @ UTA,OKC,UTA,"Saturday, December 22",4,https://videos.nba.com/nba/pbp/media/2018/12/22/0021800485/575/3d4b4ab8-9289-9b5a-826e-646d2ff7e523_1280x720.mp4
2018-19,2,Paul George,George REBOUND (Off:1 Def:7),OREB,MIN @ OKC,MIN,OKC,"Sunday, December 23",3,https://videos.nba.com/nba/pbp/media/2018/12/23/0021800493/380/0c7fa1c3-3b10-af8e-3f4a-e701b1c0cd32_1280x720.mp4
2018-19,2,Paul George,George REBOUND (Off:1 Def:0),OREB,OKC @ HOU,OKC,HOU,"Tuesday, December 25",1,https://videos.nba.com/nba/pbp/media/2018/12/25/0021800498/95/a20277ba-999c-e16b-428a-92244128f34a_1280x720.mp4
2018-19,2,Paul George,George REBOUND (Off:2 Def:0),OREB,OKC @ HOU,OKC,HOU,"Tuesday, December 25",1,https://videos.nba.com/nba/pbp/media/2018/12/25/0021800498/97/f7b8245c-2a1d-c5bf-4340-3bb105228ce5_1280x720.mp4
2018-19,2,Paul George,George REBOUND (Off:3 Def:0),OREB,OKC @ HOU,OKC,HOU,"Tuesday, December 25",1,https://videos.nba.com/nba/pbp/media/2018/12/25/0021800498/99/c2f04bbc-4710-8c88-1d43-8c280e07d86e_1280x720.mp4
2018-19,2,Paul George,George REBOUND (Off:4 Def:8),OREB,OKC @ HOU,OKC,HOU,"Tuesday, December 25",3,https://videos.nba.com/nba/pbp/media/2018/12/25/0021800498/520/b7a0cffa-9047-abea-55b1-4c2e2b1272ea_1280x720.mp4
2018-19,2,Paul George,George REBOUND (Off:5 Def:8),OREB,OKC @ HOU,OKC,HOU,"Tuesday, December 25",4,https://videos.nba.com/nba/pbp/media/2018/12/25/0021800498/609/ea587efa-f096-60a3-c4af-565ba1339f30_1280x720.mp4
2018-19,2,Paul George,George REBOUND (Off:1 Def:0),OREB,OKC @ DAL,OKC,DAL,"Sunday, December 30",1,https://videos.nba.com/nba/pbp/media/2018/12/30/0021800539/28/d477de03-df31-5367-1490-f04cff3d50de_1280x720.mp4
2018-19,2,Paul George,George REBOUND (Off:2 Def:1),OREB,OKC @ DAL,OKC,DAL,"Sunday, December 30",3,https://videos.nba.com/nba/pbp/media/2018/12/30/0021800539/317/8afe4940-aa95-8617-6c49-a3f7bf7082f8_1280x720.mp4
2018-19,2,Paul George,George REBOUND (Off:3 Def:2),OREB,OKC @ DAL,OKC,DAL,"Sunday, December 30",3,https://videos.nba.com/nba/pbp/media/2018/12/30/0021800539/447/f619af98-cdf4-aad3-eed9-e1816ccc5f10_1280x720.mp4
2018-19,2,Paul George,George REBOUND (Off:1 Def:1),OREB,DAL @ OKC,DAL,OKC,"Monday, December 31",1,https://videos.nba.com/nba/pbp/media/2018/12/31/0021800547/124/38d01bb8-6165-f41b-5985-50afdba76e81_1280x720.mp4
2018-19,2,Paul George,George REBOUND (Off:2 Def:1),OREB,DAL @ OKC,DAL,OKC,"Monday, December 31",3,https://videos.nba.com/nba/pbp/media/2018/12/31/0021800547/445/a4c02580-5f45-bc98-3cba-da8cc5400239_1280x720.mp4
2018-19,2,Paul George,George REBOUND (Off:1 Def:0),OREB,OKC @ LAL,OKC,LAL,"Wednesday, January 2",3,https://videos.nba.com/nba/pbp/media/2019/01/02/0021800562/448/f6d21258-d24c-8fef-5732-fd7694c3b3a1_1280x720.mp4
2018-19,2,Paul George,George REBOUND (Off:2 Def:1),OREB,OKC @ LAL,OKC,LAL,"Wednesday, January 2",3,https://videos.nba.com/nba/pbp/media/2019/01/02/0021800562/499/308ea768-0587-4d93-2850-a190e06d7a90_1280x720.mp4
2018-19,2,Paul George,George REBOUND (Off:1 Def:2),OREB,WAS @ OKC,WAS,OKC,"Sunday, January 6",1,https://videos.nba.com/nba/pbp/media/2019/01/06/0021800588/120/73f94369-c3ff-ba65-f7f4-f96a72ca55e1_1280x720.mp4
2018-19,2,Paul George,George REBOUND (Off:1 Def:0),OREB,MIN @ OKC,MIN,OKC,"Tuesday, January 8",1,https://videos.nba.com/nba/pbp/media/2019/01/08/0021800603/68/7ddd742a-797e-23cd-23d5-addbd281bf39_1280x720.mp4
2018-19,2,Paul George,George REBOUND (Off:2 Def:4),OREB,MIN @ OKC,MIN,OKC,"Tuesday, January 8",3,https://videos.nba.com/nba/pbp/media/2019/01/08/0021800603/484/8f6c1536-8b5f-5591-799d-15ac1c49bfb3_1280x720.mp4
2018-19,2,Paul George,George REBOUND (Off:3 Def:6),OREB,MIN @ OKC,MIN,OKC,"Tuesday, January 8",4,https://videos.nba.com/nba/pbp/media/2019/01/08/0021800603/707/23a79abe-3500-e89e-2b0e-fdff01942a99_1280x720.mp4
2018-19,2,Paul George,George REBOUND (Off:1 Def:4),OREB,OKC @ SAS,OKC,SAS,"Thursday, January 10",5,https://videos.nba.com/nba/pbp/media/2019/01/10/0021800619/703/900207b0-5999-61bd-5b56-1439bf090129_1280x720.mp4
2018-19,2,Paul George,George REBOUND (Off:1 Def:1),OREB,OKC @ ATL,OKC,ATL,"Tuesday, January 15",1,https://videos.nba.com/nba/pbp/media/2019/01/15/0021800653/140/0cc7c38f-9401-42a5-b1aa-b1977b80f89e_1280x720.mp4
2018-19,2,Paul George,George REBOUND (Off:2 Def:3),OREB,OKC @ ATL,OKC,ATL,"Tuesday, January 15",3,https://videos.nba.com/nba/pbp/media/2019/01/15/0021800653/367/0a88cc44-aa7f-8c31-6363-09863e3d6f62_1280x720.mp4
2018-19,2,Paul George,George REBOUND (Off:3 Def:5),OREB,OKC @ ATL,OKC,ATL,"Tuesday, January 15",4,https://videos.nba.com/nba/pbp/media/2019/01/15/0021800653/607/b4f8b331-5f7f-0dca-a5ee-23cdead4cc28_1280x720.mp4
2018-19,2,Paul George,George REBOUND (Off:1 Def:3),OREB,LAL @ OKC,LAL,OKC,"Thursday, January 17",1,https://videos.nba.com/nba/pbp/media/2019/01/17/0021800670/115/892a3ce8-d175-0d35-e39e-ab88596d672f_1280x720.mp4
2018-19,2,Paul George,George REBOUND (Off:2 Def:4),OREB,LAL @ OKC,LAL,OKC,"Thursday, January 17",4,https://videos.nba.com/nba/pbp/media/2019/01/17/0021800670/616/76ef11bc-cbf6-cb04-0acb-4ddca897ec88_1280x720.mp4
2018-19,2,Paul George,George REBOUND (Off:1 Def:0),OREB,POR @ OKC,POR,OKC,"Tuesday, January 22",1,https://videos.nba.com/nba/pbp/media/2019/01/22/0021800703/173/c7d4205b-b7ff-94fd-fe1d-344ff9598f22_1280x720.mp4
2018-19,2,Paul George,George REBOUND (Off:2 Def:2),OREB,POR @ OKC,POR,OKC,"Tuesday, January 22",3,https://videos.nba.com/nba/pbp/media/2019/01/22/0021800703/390/57dd5188-a5f7-d94c-ecdf-06c7486fff8b_1280x720.mp4
2018-19,2,Paul George,George REBOUND (Off:1 Def:4),OREB,NOP @ OKC,NOP,OKC,"Thursday, January 24",3,https://videos.nba.com/nba/pbp/media/2019/01/24/0021800717/381/40306a7a-ba67-aa0a-1e76-666aadaee7aa_1280x720.mp4
2018-19,2,Paul George,George REBOUND (Off:2 Def:4),OREB,NOP @ OKC,NOP,OKC,"Thursday, January 24",4,https://videos.nba.com/nba/pbp/media/2019/01/24/0021800717/512/5d421234-2c17-fdfb-073f-00d377153351_1280x720.mp4
2018-19,2,Paul George,George REBOUND (Off:3 Def:7),OREB,NOP @ OKC,NOP,OKC,"Thursday, January 24",4,https://videos.nba.com/nba/pbp/media/2019/01/24/0021800717/609/3970557e-8723-3ad6-e78b-f6c57502ae0a_1280x720.mp4
2018-19,2,Paul George,George REBOUND (Off:1 Def:0),OREB,MIL @ OKC,MIL,OKC,"Sunday, January 27",1,https://videos.nba.com/nba/pbp/media/2019/01/27/0021800738/53/7ece7678-47b7-af61-519e-41990dfb5a0d_1280x720.mp4
2018-19,2,Paul George,George REBOUND (Off:2 Def:6),OREB,MIL @ OKC,MIL,OKC,"Sunday, January 27",2,https://videos.nba.com/nba/pbp/media/2019/01/27/0021800738/349/97ca668f-fae6-4592-baaf-e035fc4696d5_1280x720.mp4
2018-19,2,Paul George,George REBOUND (Off:1 Def:0),OREB,OKC @ ORL,OKC,ORL,"Tuesday, January 29",1,https://videos.nba.com/nba/pbp/media/2019/01/29/0021800751/43/5484a672-219b-817c-6927-4c448338d41b_1280x720.mp4
2018-19,2,Paul George,George REBOUND (Off:2 Def:1),OREB,OKC @ ORL,OKC,ORL,"Tuesday, January 29",1,https://videos.nba.com/nba/pbp/media/2019/01/29/0021800751/92/184cced8-2af7-5fe5-8689-68da0b5f5ac7_1280x720.mp4
2018-19,2,Paul George,George REBOUND (Off:1 Def:1),OREB,ORL @ OKC,ORL,OKC,"Tuesday, February 5",1,https://videos.nba.com/nba/pbp/media/2019/02/05/0021800802/147/ccbcd5c0-fc23-2262-7187-420a6eda1cfa_1280x720.mp4
2018-19,2,Paul George,George REBOUND (Off:1 Def:0),OREB,OKC @ HOU,OKC,HOU,"Saturday, February 9",1,https://videos.nba.com/nba/pbp/media/2019/02/09/0021800832/19/511893a2-6f9c-0a4f-3b28-88e985a1f948_1280x720.mp4
2018-19,2,Paul George,George REBOUND (Off:2 Def:2),OREB,OKC @ HOU,OKC,HOU,"Saturday, February 9",2,https://videos.nba.com/nba/pbp/media/2019/02/09/0021800832/309/afc1c757-1e94-2ae7-d39a-6a313b887bc3_1280x720.mp4
2018-19,2,Paul George,George REBOUND (Off:1 Def:7),OREB,POR @ OKC,POR,OKC,"Monday, February 11",3,https://videos.nba.com/nba/pbp/media/2019/02/11/0021800846/557/bbceebd1-9a6e-ac91-7ece-33fbde7c3b54_1280x720.mp4
2018-19,2,Paul George,George REBOUND (Off:1 Def:5),OREB,UTA @ OKC,UTA,OKC,"Friday, February 22",4,https://videos.nba.com/nba/pbp/media/2019/02/22/0021800881/638/f0c910de-3994-80c1-979d-af1273404e01_1280x720.mp4
2018-19,2,Paul George,George REBOUND (Off:1 Def:6),OREB,SAC @ OKC,SAC,OKC,"Saturday, February 23",3,https://videos.nba.com/nba/pbp/media/2019/02/23/0021800890/423/0e641caf-a6b9-8a2f-36af-5ca45b88ea01_1280x720.mp4
2018-19,2,Paul George,George REBOUND (Off:1 Def:7),OREB,OKC @ DEN,OKC,DEN,"Tuesday, February 26",4,https://videos.nba.com/nba/pbp/media/2019/02/26/0021800910/598/3fe018ad-3020-ae49-05db-8b53c9bda897_1280x720.mp4
2018-19,2,Paul George,George REBOUND (Off:1 Def:2),OREB,OKC @ MIN,OKC,MIN,"Tuesday, March 5",4,https://videos.nba.com/nba/pbp/media/2019/03/05/0021800963/577/ecb0142d-a3e9-85e5-6abe-0e648bba7684_1280x720.mp4
2018-19,2,Paul George,George REBOUND (Off:1 Def:8),OREB,OKC @ POR,OKC,POR,"Thursday, March 7",4,https://videos.nba.com/nba/pbp/media/2019/03/07/0021800976/540/afd0144d-3f54-9923-8ceb-1d9e44efc4cf_1280x720.mp4
2018-19,2,Paul George,George REBOUND (Off:2 Def:10),OREB,OKC @ POR,OKC,POR,"Thursday, March 7",4,https://videos.nba.com/nba/pbp/media/2019/03/07/0021800976/677/5485daf9-54c3-513e-5527-360583eba044_1280x720.mp4
2018-19,2,Paul George,George REBOUND (Off:1 Def:1),OREB,OKC @ LAC,OKC,LAC,"Friday, March 8",2,https://videos.nba.com/nba/pbp/media/2019/03/08/0021800985/321/95429885-13c2-ee07-0e2e-7b4446fa9713_1280x720.mp4
2018-19,2,Paul George,George REBOUND (Off:1 Def:1),OREB,BKN @ OKC,BKN,OKC,"Wednesday, March 13",1,https://videos.nba.com/nba/pbp/media/2019/03/13/0021801017/150/f31bd950-e8c3-2ac8-0590-0f1898fe2c7f_1280x720.mp4
2018-19,2,Paul George,George REBOUND (Off:2 Def:3),OREB,BKN @ OKC,BKN,OKC,"Wednesday, March 13",3,https://videos.nba.com/nba/pbp/media/2019/03/13/0021801017/354/83eb80d7-d22a-d3f8-5363-3276b7eea386_1280x720.mp4
2018-19,2,Paul George,George REBOUND (Off:1 Def:0),OREB,GSW @ OKC,GSW,OKC,"Saturday, March 16",1,https://videos.nba.com/nba/pbp/media/2019/03/16/0021801038/13/37aa5f5f-b199-60e8-cd3f-a11097224815_1280x720.mp4
2018-19,2,Paul George,George REBOUND (Off:2 Def:11),OREB,GSW @ OKC,GSW,OKC,"Saturday, March 16",4,https://videos.nba.com/nba/pbp/media/2019/03/16/0021801038/648/e3aa7a34-7b4c-7157-7a2e-8032be4734c0_1280x720.mp4
2018-19,2,Paul George,George REBOUND (Off:1 Def:7),OREB,MIA @ OKC,MIA,OKC,"Monday, March 18",4,https://videos.nba.com/nba/pbp/media/2019/03/18/0021801054/625/1848b162-035d-bffd-1015-f811eacd4490_1280x720.mp4
2018-19,2,Paul George,George REBOUND (Off:1 Def:0),OREB,OKC @ TOR,OKC,TOR,"Friday, March 22",1,https://videos.nba.com/nba/pbp/media/2019/03/22/0021801083/40/57ace717-e025-364a-861b-5ea351d2707e_1280x720.mp4
2018-19,2,Paul George,George REBOUND (Off:2 Def:4),OREB,OKC @ TOR,OKC,TOR,"Friday, March 22",4,https://videos.nba.com/nba/pbp/media/2019/03/22/0021801083/595/25a4bec3-f365-3030-9546-677264fe92f0_1280x720.mp4
2018-19,2,Paul George,George REBOUND (Off:1 Def:1),OREB,OKC @ MEM,OKC,MEM,"Monday, March 25",1,https://videos.nba.com/nba/pbp/media/2019/03/25/0021801104/125/64765536-76f9-42da-1c9d-91cbbb570dcb_1280x720.mp4
2018-19,2,Paul George,George REBOUND (Off:2 Def:4),OREB,OKC @ MEM,OKC,MEM,"Monday, March 25",3,https://videos.nba.com/nba/pbp/media/2019/03/25/0021801104/404/081a7e97-3c21-3713-3e7d-26c035a7c7c6_1280x720.mp4
2018-19,2,Paul George,George REBOUND (Off:1 Def:7),OREB,DEN @ OKC,DEN,OKC,"Friday, March 29",4,https://videos.nba.com/nba/pbp/media/2019/03/29/0021801133/500/8ffb12cb-daee-9b0c-9621-4a963f15edec_1280x720.mp4
2018-19,2,Paul George,George REBOUND (Off:1 Def:0),OREB,DAL @ OKC,DAL,OKC,"Sunday, March 31",1,https://videos.nba.com/nba/pbp/media/2019/03/31/0021801146/15/ad0cb565-3553-401c-5006-0f685c3a7549_1280x720.mp4
2018-19,2,Paul George,George REBOUND (Off:2 Def:1),OREB,DAL @ OKC,DAL,OKC,"Sunday, March 31",1,https://videos.nba.com/nba/pbp/media/2019/03/31/0021801146/21/919cdffd-6744-7aca-723d-44b35bcacb9d_1280x720.mp4
2018-19,2,Paul George,George REBOUND (Off:3 Def:6),OREB,DAL @ OKC,DAL,OKC,"Sunday, March 31",4,https://videos.nba.com/nba/pbp/media/2019/03/31/0021801146/581/8a99202e-e445-e0c3-7c47-ed957c42e323_1280x720.mp4
2018-19,2,Paul George,George REBOUND (Off:4 Def:7),OREB,DAL @ OKC,DAL,OKC,"Sunday, March 31",4,https://videos.nba.com/nba/pbp/media/2019/03/31/0021801146/641/0644427d-1c39-152a-ef2a-e08946c9e57c_1280x720.mp4
2018-19,2,Paul George,George REBOUND (Off:1 Def:5),OREB,LAL @ OKC,LAL,OKC,"Tuesday, April 2",4,https://videos.nba.com/nba/pbp/media/2019/04/02/0021801161/653/2b41ee0b-4a5b-399c-3ab0-ceb345361a10_1280x720.mp4
2018-19,2,Paul George,George REBOUND (Off:1 Def:1),OREB,DET @ OKC,DET,OKC,"Friday, April 5",1,https://videos.nba.com/nba/pbp/media/2019/04/05/0021801186/57/adc8c72a-7e09-e69e-d1c6-b4f3f48a063a_1280x720.mp4
2018-19,2,Paul George,George REBOUND (Off:2 Def:2),OREB,DET @ OKC,DET,OKC,"Friday, April 5",1,https://videos.nba.com/nba/pbp/media/2019/04/05/0021801186/88/1b02daef-1c1f-5456-29af-cb5820020708_1280x720.mp4
2018-19,2,Paul George,George REBOUND (Off:1 Def:1),OREB,OKC @ MIN,OKC,MIN,"Sunday, April 7",2,https://videos.nba.com/nba/pbp/media/2019/04/07/0021801197/297/30c19023-fb5b-a753-f0de-5da4d550fb7e_1280x720.mp4
2018-19,2,Paul George,George REBOUND (Off:1 Def:2),OREB,HOU @ OKC,HOU,OKC,"Tuesday, April 9",2,https://videos.nba.com/nba/pbp/media/2019/04/09/0021801218/259/c116051e-eaf3-f85e-455c-83d48ab3f778_1280x720.mp4
2018-19,3,Giannis Antetokounmpo,Antetokounmpo REBOUND (Off:1 Def:0),OREB,MIL @ CHA,MIL,CHA,"Wednesday, October 17",1,https://videos.nba.com/nba/pbp/media/2018/10/17/0021800003/42/9652aa83-bcdd-c966-4765-e4a8107b74a4_1280x720.mp4
2018-19,3,Giannis Antetokounmpo,Antetokounmpo REBOUND (Off:2 Def:8),OREB,MIL @ CHA,MIL,CHA,"Wednesday, October 17",2,https://videos.nba.com/nba/pbp/media/2018/10/17/0021800003/196/9a65a9f9-42f7-9668-bf14-2d979b1ce76f_1280x720.mp4
2018-19,3,Giannis Antetokounmpo,Antetokounmpo REBOUND (Off:3 Def:11),OREB,MIL @ CHA,MIL,CHA,"Wednesday, October 17",3,https://videos.nba.com/nba/pbp/media/2018/10/17/0021800003/449/c19b3e37-c8d7-5dcf-ae44-2a8334bcac38_1280x720.mp4
2018-19,3,Giannis Antetokounmpo,Antetokounmpo REBOUND (Off:1 Def:0),OREB,IND @ MIL,IND,MIL,"Friday, October 19",1,https://videos.nba.com/nba/pbp/media/2018/10/19/0021800023/33/f2356cea-d3e1-68fe-9dc2-94efc4174cad_1280x720.mp4
2018-19,3,Giannis Antetokounmpo,Antetokounmpo REBOUND (Off:2 Def:5),OREB,IND @ MIL,IND,MIL,"Friday, October 19",2,https://videos.nba.com/nba/pbp/media/2018/10/19/0021800023/229/e7a027df-0524-de84-1b11-8840945895a3_1280x720.mp4
2018-19,3,Giannis Antetokounmpo,Antetokounmpo REBOUND (Off:3 Def:11),OREB,IND @ MIL,IND,MIL,"Friday, October 19",4,https://videos.nba.com/nba/pbp/media/2018/10/19/0021800023/551/d5cb5717-3081-6328-e290-6fb410559006_1280x720.mp4
2018-19,3,Giannis Antetokounmpo,Antetokounmpo REBOUND (Off:1 Def:2),OREB,NYK @ MIL,NYK,MIL,"Monday, October 22",2,https://videos.nba.com/nba/pbp/media/2018/10/22/0021800042/313/4e410d3e-0b12-0595-b51a-ed248c209462_1280x720.mp4
2018-19,3,Giannis Antetokounmpo,Antetokounmpo REBOUND (Off:2 Def:2),OREB,NYK @ MIL,NYK,MIL,"Monday, October 22",2,https://videos.nba.com/nba/pbp/media/2018/10/22/0021800042/325/7ccd6d73-7eb9-e7a9-2930-e99c0e47c319_1280x720.mp4
2018-19,3,Giannis Antetokounmpo,Antetokounmpo REBOUND (Off:3 Def:3),OREB,NYK @ MIL,NYK,MIL,"Monday, October 22",3,https://videos.nba.com/nba/pbp/media/2018/10/22/0021800042/415/88238e1c-d5c5-1458-21b5-dc3ab0d42462_1280x720.mp4
2018-19,3,Giannis Antetokounmpo,Antetokounmpo REBOUND (Off:4 Def:3),OREB,NYK @ MIL,NYK,MIL,"Monday, October 22",3,https://videos.nba.com/nba/pbp/media/2018/10/22/0021800042/422/ab9cb0fa-6d32-2187-1f90-5fd069bf5261_1280x720.mp4
2018-19,3,Giannis Antetokounmpo,Antetokounmpo REBOUND (Off:5 Def:3),OREB,NYK @ MIL,NYK,MIL,"Monday, October 22",3,https://videos.nba.com/nba/pbp/media/2018/10/22/0021800042/424/8d8955b2-52b8-f488-23af-a28e55980b41_1280x720.mp4
2018-19,3,Giannis Antetokounmpo,Antetokounmpo REBOUND (Off:6 Def:5),OREB,NYK @ MIL,NYK,MIL,"Monday, October 22",4,https://videos.nba.com/nba/pbp/media/2018/10/22/0021800042/588/28794e40-9a88-e863-a4bc-6e7b5ca2d955_1280x720.mp4
2018-19,3,Giannis Antetokounmpo,Antetokounmpo REBOUND (Off:7 Def:5),OREB,NYK @ MIL,NYK,MIL,"Monday, October 22",4,https://videos.nba.com/nba/pbp/media/2018/10/22/0021800042/626/6c896881-aa5f-daa9-0747-259b2922ed3d_1280x720.mp4
2018-19,3,Giannis Antetokounmpo,Antetokounmpo REBOUND (Off:8 Def:5),OREB,NYK @ MIL,NYK,MIL,"Monday, October 22",4,https://videos.nba.com/nba/pbp/media/2018/10/22/0021800042/639/917825ef-9e35-8b7d-54a9-de5a9df290cd_1280x720.mp4
2018-19,3,Giannis Antetokounmpo,Antetokounmpo REBOUND (Off:9 Def:5),OREB,NYK @ MIL,NYK,MIL,"Monday, October 22",4,https://videos.nba.com/nba/pbp/media/2018/10/22/0021800042/643/21408d2a-d536-cea5-38ab-5a21a992b59e_1280x720.mp4
2018-19,3,Giannis Antetokounmpo,Antetokounmpo REBOUND (Off:1 Def:0),OREB,PHI @ MIL,PHI,MIL,"Wednesday, October 24",1,https://videos.nba.com/nba/pbp/media/2018/10/24/0021800059/28/8eca44f2-912c-f4fc-7c07-1d0f644481a4_1280x720.mp4
2018-19,3,Giannis Antetokounmpo,Antetokounmpo REBOUND (Off:2 Def:7),OREB,PHI @ MIL,PHI,MIL,"Wednesday, October 24",2,https://videos.nba.com/nba/pbp/media/2018/10/24/0021800059/380/363a7783-cd19-4358-21b5-7b724ed446da_1280x720.mp4
2018-19,3,Giannis Antetokounmpo,Antetokounmpo REBOUND (Off:3 Def:7),OREB,PHI @ MIL,PHI,MIL,"Wednesday, October 24",3,https://videos.nba.com/nba/pbp/media/2018/10/24/0021800059/398/e1a6d6b2-9aa9-0fd8-db13-47e7298e8b09_1280x720.mp4
2018-19,3,Giannis Antetokounmpo,Antetokounmpo REBOUND (Off:1 Def:0),OREB,MIL @ BOS,MIL,BOS,"Thursday, November 1",1,https://videos.nba.com/nba/pbp/media/2018/11/01/0021800115/10/5fea3539-7e7e-c395-4af6-2b5d21988546_1280x720.mp4
2018-19,3,Giannis Antetokounmpo,Antetokounmpo REBOUND (Off:2 Def:3),OREB,MIL @ BOS,MIL,BOS,"Thursday, November 1",2,https://videos.nba.com/nba/pbp/media/2018/11/01/0021800115/201/c1121a8a-c841-a6f9-5e8c-300701aa60de_1280x720.mp4
2018-19,3,Giannis Antetokounmpo,Antetokounmpo REBOUND (Off:1 Def:0),OREB,SAC @ MIL,SAC,MIL,"Sunday, November 4",1,https://videos.nba.com/nba/pbp/media/2018/11/04/0021800133/19/a3d174eb-d7cf-6c43-3772-77984aa4e104_1280x720.mp4
2018-19,3,Giannis Antetokounmpo,Antetokounmpo REBOUND (Off:2 Def:0),OREB,SAC @ MIL,SAC,MIL,"Sunday, November 4",1,https://videos.nba.com/nba/pbp/media/2018/11/04/0021800133/46/ef613c19-d226-9152-8fa5-a6016f26bbbf_1280x720.mp4
2018-19,3,Giannis Antetokounmpo,Antetokounmpo REBOUND (Off:3 Def:2),OREB,SAC @ MIL,SAC,MIL,"Sunday, November 4",2,https://videos.nba.com/nba/pbp/media/2018/11/04/0021800133/321/94be8266-1746-c3ff-5b9c-9715b8e90629_1280x720.mp4
2018-19,3,Giannis Antetokounmpo,Antetokounmpo REBOUND (Off:1 Def:2),OREB,MIL @ POR,MIL,POR,"Tuesday, November 6",1,https://videos.nba.com/nba/pbp/media/2018/11/06/0021800152/103/45ea0371-52f2-3646-c9e7-e8a2a2f19917_1280x720.mp4
2018-19,3,Giannis Antetokounmpo,Antetokounmpo REBOUND (Off:2 Def:3),OREB,MIL @ POR,MIL,POR,"Tuesday, November 6",3,https://videos.nba.com/nba/pbp/media/2018/11/06/0021800152/338/c73b8cd7-3cb2-05c2-3a3d-133aa94f58e1_1280x720.mp4
2018-19,3,Giannis Antetokounmpo,Antetokounmpo REBOUND (Off:1 Def:4),OREB,MIL @ GSW,MIL,GSW,"Thursday, November 8",2,https://videos.nba.com/nba/pbp/media/2018/11/08/0021800166/209/1024974f-1238-e18a-2e69-2d052b0a394e_1280x720.mp4
2018-19,3,Giannis Antetokounmpo,Antetokounmpo REBOUND (Off:2 Def:4),OREB,MIL @ GSW,MIL,GSW,"Thursday, November 8",2,https://videos.nba.com/nba/pbp/media/2018/11/08/0021800166/273/b100e4a8-eb9f-5647-cf72-eb57555429ae_1280x720.mp4
2018-19,3,Giannis Antetokounmpo,Antetokounmpo REBOUND (Off:1 Def:0),OREB,MIL @ LAC,MIL,LAC,"Saturday, November 10",1,https://videos.nba.com/nba/pbp/media/2018/11/10/0021800175/22/fdb6d38b-e269-8a67-d54c-578786814d07_1280x720.mp4
2018-19,3,Giannis Antetokounmpo,Antetokounmpo REBOUND (Off:2 Def:4),OREB,MIL @ LAC,MIL,LAC,"Saturday, November 10",3,https://videos.nba.com/nba/pbp/media/2018/11/10/0021800175/350/591e114b-0bee-3ae3-89d5-fc3183085c4b_1280x720.mp4
2018-19,3,Giannis Antetokounmpo,Antetokounmpo REBOUND (Off:3 Def:7),OREB,MIL @ LAC,MIL,LAC,"Saturday, November 10",4,https://videos.nba.com/nba/pbp/media/2018/11/10/0021800175/577/98eca494-8357-1afc-20d4-a5827c7150cc_1280x720.mp4
2018-19,3,Giannis Antetokounmpo,Antetokounmpo REBOUND (Off:4 Def:8),OREB,MIL @ LAC,MIL,LAC,"Saturday, November 10",4,https://videos.nba.com/nba/pbp/media/2018/11/10/0021800175/593/e1f4f838-1423-27ab-f930-de92dac336e4_1280x720.mp4
2018-19,3,Giannis Antetokounmpo,Antetokounmpo REBOUND (Off:1 Def:1),OREB,MEM @ MIL,MEM,MIL,"Wednesday, November 14",1,https://videos.nba.com/nba/pbp/media/2018/11/14/0021800207/124/6ff34c87-defd-a9be-61a2-21e0517cfb17_1280x720.mp4
2018-19,3,Giannis Antetokounmpo,Antetokounmpo REBOUND (Off:1 Def:2),OREB,CHI @ MIL,CHI,MIL,"Friday, November 16",1,https://videos.nba.com/nba/pbp/media/2018/11/16/0021800223/69/f1d9b55c-3280-6a91-f742-9ad2bdafeb66_1280x720.mp4
2018-19,3,Giannis Antetokounmpo,Antetokounmpo REBOUND (Off:2 Def:3),OREB,CHI @ MIL,CHI,MIL,"Friday, November 16",2,https://videos.nba.com/nba/pbp/media/2018/11/16/0021800223/160/1d464994-5358-2d31-0938-acbd8e3c3c2e_1280x720.mp4
2018-19,3,Giannis Antetokounmpo,Antetokounmpo REBOUND (Off:3 Def:9),OREB,CHI @ MIL,CHI,MIL,"Friday, November 16",3,https://videos.nba.com/nba/pbp/media/2018/11/16/0021800223/419/8959d4b8-0c90-6f6e-d576-f095364216e0_1280x720.mp4
